year,month,day,tow.id,sex,body.part,gonad.colour,shell.condition,crab.number ,colour.L,colour.a,colour.b,comment
2020,7,16,GP325F,1,chela,,1,1,58.78,-2.58,-4.35,
2020,7,16,GP325F,1,chela,,1,2,60.57,-3.21,-0.9,
2020,7,16,GP325F,1,chela,,2,16,65.63,-4.29,1.37,
2020,7,16,GP325F,1,chela,,2,32,55.06,-2.23,5.22,
2020,7,16,GP325F,1,chela,,3,51,46.98,-1,4.87,
2020,7,16,GP325F,1,chela,,3,86,58.64,-2.18,11.08,
2020,7,16,GP325F,1,chela,,3M,123,55.26,-0.69,14.16,
2020,7,16,GP335F,1,chela,,3M,2,57.67,-2.78,10.86,
2020,7,16,GP335F,1,chela,,1,4,65.09,3.11,-0.91,
2020,7,16,GP335F,1,chela,,1,9,54.61,-1.81,-2.79,
2020,7,16,GP335F,1,chela,,3,13,56.32,-2.27,7.83,
2020,7,16,GP344F,1,chela,,1,1,51.77,0.13,-1.51,
2020,7,16,GP344F,1,chela,,1,3,59.43,-0.68,-2.2,
2020,7,16,GP344F,1,chela,,3,4,64.57,-2.66,4.19,
2020,7,16,GP344F,1,chela,,3,7,58.29,-1.59,6.71,
2020,7,16,GP344F,1,chela,,3M,11,60.04,-0.21,11.53,
2020,7,16,GP341F,1,chela,,1,1,61.83,-2.01,-0.39,
2020,7,16,GP341F,1,chela,,1,2,56.498,-2.38,-4.03,
2020,7,16,GP341F,1,chela,,2,14,51.97,-0.22,3.3,
2020,7,16,GP341F,1,chela,,2,18,53.88,-2.04,4.16,
2020,7,16,GP341F,1,chela,,3,19,56.25,-2.08,4.74,
2020,7,16,GP341F,1,chela,,3,24,50.14,-0.83,5.71,
2020,7,16,GP331F,1,chela,,4,2,59.41,-1.93,-0.69,
2020,7,16,GP331F,1,chela,,3M,3,60.08,-2.79,8.52,
2020,7,16,GP331F,1,chela,,3,10,64.24,-2.87,3.34,
2020,7,16,GP331F,1,chela,,1,11,64.9,-2.66,0.19,
2020,7,16,GP331F,1,chela,,1,12,57.54,-2.06,-1.72,
2020,7,16,GP331F,1,chela,,3,21,56.19,-2.63,2.77,
2020,7,16,GP326F,1,chela,,1,1,62.01,-2.97,0.88,
2020,7,16,GP326F,1,chela,,1,10,55.53,-1.78,-3.59,
2020,7,16,GP326F,1,chela,,2,29,55.93,-1.98,5.24,
2020,7,16,GP326F,1,chela,,3,32,58.21,-2.38,9.57,
2020,7,16,GP326F,1,chela,,3,39,59.19,-3.07,5.06,
2020,7,16,GP326F,1,chela,,2,59,58.5,-2.16,2.96,
2020,7,16,GP326F,1,chela,,3M,61,55.54,-2.93,10.51,
2020,7,16,GP326F,1,chela,,3M,89,52.92,-1.58,11.17,
2020,7,16,GP324F,1,chela,,1,1,64.68,-3.2,-0.69,
2020,7,16,GP324F,1,chela,,1,3,56.44,-2.3,-3.52,
2020,7,16,GP324F,1,chela,,3,12,53.66,-2.34,9.73,
2020,7,16,GP313F,1,chela,,3,10,59.38,-2.83,5.33,
2020,7,16,GP313F,1,chela,,2,18,56.95,-2.56,1.55,
2020,7,16,GP313F,1,chela,,3,19,59.18,-1.34,10.97,
2020,7,16,GP313F,1,chela,,1,28,61.87,-2.3,-1.07,
2020,7,16,GP313F,1,chela,,2,34,53.48,-1.97,4.88,
2020,7,16,GP313F,1,chela,,1,36,63.25,-2.55,-1.23,
2020,7,16,GP313F,1,chela,,3M,38,62.38,-3.42,6.17,
2020,7,16,GP320F,1,chela,,1,1,62.8,-2.47,-0.67,
2020,7,16,GP320F,1,chela,,3,2,50.37,0.5,2.31,
2020,7,16,GP320F,1,chela,,2,3,53.91,1.1,0.93,
2020,7,16,GP320F,1,chela,,2,5,48.99,1.52,5.45,
2020,7,16,GP320F,1,chela,,1,8,63.32,-1.85,-0.01,
2020,7,16,GP320F,1,chela,,3,13,66.84,-3.12,3.7,
2020,7,16,GP295F,1,chela,,1,1,60.82,-2.56,-1.87,
2020,7,16,GP295F,1,chela,,1,3,66.29,-3.28,2.23,tâches sur les pinces
2020,7,16,GP295F,1,chela,,2,5,65,-3.48,5.23,
2020,7,16,GP295F,1,chela,,2,9,62.14,-1.95,3.69,
2020,7,16,GP295F,1,chela,,3,36,60.99,-1.72,3.33,
2020,8,8,GP013A1,1,chela,,1,1,62.06,-2.87,-0.73,
2020,8,8,GP013A1,1,chela,,1,2,48.71,-1.3,-0.62,
2020,8,8,GP013A1,1,chela,,2,6,60.91,-2.71,1.14,
2020,8,8,GP013A1,1,chela,,3M,7,49.39,-0.77,7.69,
2020,8,8,GP013A1,1,chela,,3M,8,61.69,-2.41,7.13,
2020,8,8,GP017F,1,chela,,1,1,63.63,-3.36,0.04,
2020,8,8,GP017F,1,chela,,2,2,65.77,-3.67,0.84,
2020,8,8,GP017F,1,chela,,2,3,61.48,-2.63,1.57,
2020,8,8,GP017F,1,chela,,1,5,58.13,-2.51,1.52,
2020,8,8,GP017F,1,chela,,4,27,51.17,1.05,23.34,
2020,8,8,GP017F,1,chela,,3M,30,53.41,-1.54,6.19,
2020,8,8,GP017F,1,chela,,3,39,56.99,-1.61,6.25,
2020,8,8,GP021F,1,chela,,1,1,59,-2.92,0.98,
2020,8,8,GP021F,1,chela,,1,2,61.81,-3.02,1.08,
2020,8,8,GP021F,1,chela,,4,3,52.91,1.6,21.29,
2020,8,8,GP021F,1,chela,,2,6,60.42,-2.83,-0.42,
2020,8,8,GP021F,1,chela,,2,7,61.31,-1.99,2.64,
2020,8,8,GP021F,1,chela,,3M,19,59.97,-1.52,11.22,
2020,8,8,GP020F,1,chela,,3M,1,60.72,-2.27,9.59,
2020,8,8,GP020F,1,chela,,3M,4,56.75,-0.38,15.84,
2020,8,8,GP020F,1,chela,,1,8,62.26,-2.67,0.4,
2020,8,8,GP020F,1,chela,,1,9,64.14,-3.34,-1.48,
2020,8,8,GP020F,1,chela,,2,12,60.92,-2.91,1.67,
2020,8,8,GP020F,1,chela,,2,14,55.52,-1.88,1.71,
2020,8,8,GP014F,1,chela,,1,1,62.84,3.13,2.43,
2020,8,8,GP014F,1,chela,,1,3,56.96,-2.05,1.26,
2020,8,8,GP014F,1,chela,,2,5,55.69,-1.85,2.87,
2020,8,8,GP014F,1,chela,,2,8,55.1,-1.84,4.14,
2020,8,8,GP014F,1,chela,,3m,10,59.12,-1.58,10.33,
2020,8,8,GP027F,1,chela,,1,34,66.56,-3.24,1.1,
2020,8,8,GP027F,1,chela,,2,48,55.98,-2.15,0.8,
2020,8,8,GP027F,1,chela,,2,51,59.52,-2.26,1.54,
2020,8,8,GP027F,1,chela,,3m,65,53.54,-0.37,11.57,
2020,8,8,GP027F,1,chela,,1,75,68.32,-3.24,1.76,
2020,8,8,GP027F,1,chela,,4,76,53.43,-0.86,10.24,
2020,8,8,GP033F,1,chela,,3M,1,54.33,-0.56,11.96,
2020,8,8,GP033F,1,chela,,3M,2,51.51,-0.35,6.07,
2020,8,8,GP033F,1,chela,,1,3,56.52,-1.68,3.53,
2020,8,8,GP033F,1,chela,,2,6,58.59,-1.81,3.13,
2020,8,8,GP033F,1,chela,,1,15,53.58,-0.93,5.51,
2020,8,8,GP033F,1,chela,,3,54,54.31,-1.69,7.3,
2020,8,8,GP033F,1,chela,,3,55,54.46,-1.62,7.62,
2020,8,8,GP033F,1,chela,,4,75,53.44,-1.51,8.12,
2020,8,8,GP057F,1,chela,,1,1,65.43,-3.31,0.63,
2020,8,8,GP038F,1,chela,,5,115,42.56,3.96,10.01,
2020,8,8,GP038F,1,chela,,1,186,65.39,-3.29,0.76,
2020,8,8,GP038F,1,chela,,3,193,59.19,-2.39,4.33,
2020,8,8,GP038F,1,chela,,3,194,58.88,-2.03,7.21,
2020,8,16,GP105F,1,chela,,1,11,63.9,-1.15,-3.75,
2020,8,16,GP105F,1,chela,,1,13,52.76,0.41,-0.23,
2020,8,16,GP105F,1,chela,,5,16,47.32,2.34,16.19,
2020,8,16,GP105F,1,chela,,2,19,61.81,0.28,6.17,
2020,8,16,GP105F,1,chela,,3,22,58.99,-0.81,7.55,
2020,8,16,GP105F,1,chela,,2,24,60.86,-1.7,1.07,
2020,8,16,GP105F,1,chela,,3,27,56.1,-0.34,3.13,
2020,8,16,GP124F,1,chela,,2,1,62.66,-2.03,3.76,
2020,8,16,GP124F,1,chela,,1,2,62.06,-2.55,1.56,
2020,8,16,GP124F,1,chela,,3,13,48.33,0.5,11.45,
2020,8,16,GP124F,1,chela,,1,14,65.31,-2.61,1.38,
2020,8,16,GP124F,1,chela,,2,18,65.7,-3.18,2.58,
2020,8,16,GP124F,1,chela,,3,35,51.13,-0.1,9.45,
2020,8,16,GP124F,1,chela,,3M,67,50.26,0.23,9.8,
2020,8,16,GP124F,1,chela,,3M,71,56.9,-1.28,8.34,
2020,8,16,GP163F,1,chela,,3,7,52.28,-0.27,9.83,
2020,8,16,GP163F,1,chela,,1,41,60.81,-2.7,-2.35,
2020,8,16,GP163F,1,chela,,2,42,64.09,-3.79,1.85,
2020,8,16,GP163F,1,chela,,1,45,61.97,-3.56,2.13,
2020,8,16,GP163F,1,chela,,2,54,61.09,-2.82,2.7,
2020,8,16,GP163F,1,chela,,3,75,54.21,-0.36,11.02,
2020,8,16,GP163F,1,chela,,3M,109,57.25,-1.25,8.01,
2020,8,16,GP191F,1,chela,,1,1,65.52,-3.27,-1.87,
2020,8,16,GP191F,1,chela,,1,11,63.17,-2.9,-0.14,
2020,8,16,GP191F,1,chela,,4,15,52.4,-0.41,12.78,
2020,8,16,GP191F,1,chela,,3,16,59.65,-2.76,10.3,
2020,8,16,GP191F,1,chela,,3,19,54.06,-0.6,12.84,
2020,8,16,GP191F,1,chela,,4,23,49.07,0.19,13.19,
2020,8,16,GP191F,1,chela,,3M,27,54.68,0.31,18.19,
2020,8,16,GP191F,1,chela,,3M,35,54.81,-0.77,6.35,
2020,8,16,GP191F,1,chela,,2,69,64.37,-3.64,5.39,
2020,8,16,GP191F,1,chela,,2,72,66.23,-4.05,4.18,
2020,8,16,GP210F,1,chela,,1,1,65.77,-2.72,2.21,
2020,8,16,GP210F,1,chela,,2,2,66.46,-2.53,6.85,
2020,8,16,GP210F,1,chela,,2,3,70.27,-2.52,4.75,
2020,8,16,GP210F,1,chela,,1,4,63.1,-3.14,1.84,
2020,8,16,GP210F,1,chela,,3,21,58.7,-2.64,6.65,
2020,8,16,GP210F,1,chela,,3,31,53.23,0.34,11.57,
2020,8,16,GP210F,1,chela,,4,47,58.83,-0.95,13.23,
2020,8,16,GP229F,1,chela,,1,20,64.83,-2.05,0.27,
2020,8,16,GP246F,1,chela,,2,1,66.2,-2.76,0.07,
2020,8,16,GP246F,1,chela,,2,29,60.33,-1.65,1.74,
2020,8,16,GP252F,1,chela,,2,21,62.84,-2.77,2.18,
2020,8,16,GP252F,1,chela,,2,29,63.86,-2.52,0.34,
2020,8,16,GP252F,1,chela,,1,35,57.42,-1.98,1.99,
2020,8,16,GP252F,1,chela,,1,43,54.48,-1.19,2.75,
2020,8,16,GP252F,1,chela,,3,86,51.02,0.88,11.96,tâches sur les pinces
2020,8,16,GP275F,1,chela,,2,17,65.78,-2.42,3.33,
2020,8,16,GP275F,1,chela,,2,21,63.87,-2.38,2.08,
2020,8,16,GP275F,1,chela,,3M,24,54,-0.86,11.49,
2020,8,16,GP275F,1,chela,,3,27,59.63,-1.53,6.63,
2020,8,16,GP275F,1,chela,,1,45,66.98,-2.58,5.5,
2020,8,16,GP275F,1,chela,,1,47,57.62,0.2,0.36,
2020,8,16,GP275F,1,chela,,4,50,55.29,-0.13,12.95,
2020,8,16,GP275F,1,chela,,3M,52,51.64,-0.54,5.08,
2020,8,16,GP275F,1,chela,,4,75,56.78,-0.75,11.6,
2020,8,16,GP275F,1,chela,,3,84,49.61,2.89,15.96,
2020,8,16,GP283F,1,chela,,3,10,61.62,-1.19,11.27,
2020,8,16,GP283F,1,chela,,4,17,46.72,0.19,15.69,
2020,8,16,GP283F,1,chela,,1,20,59.74,-3,0.02,
2020,8,16,GP283F,1,chela,,3,22,60.88,-2.79,11.43,
2020,8,16,GP283F,1,chela,,2,26,61.83,-2.6,1.64,
2020,8,16,GP283F,1,chela,,1,34,56.37,-1.64,4.02,
2020,8,16,GP283F,1,chela,,3M,76,54.35,-0.78,10.1,
2020,8,3,GP012F,1,chela,,3M,1,48.39,-0.23,12.02,
2020,8,3,GP012F,1,chela,,1,2,51.2,-1.97,2.84,
2020,8,3,GP012F,1,chela,,1,3,50.18,-1.98,3.78,
2020,8,3,GP012F,1,chela,,3M,4,44.58,0.65,13.4,
2020,8,3,GP012F,1,chela,,2,30,62.5,-2.83,4.94,
2020,8,3,GP010F,1,chela,,2,49,54.11,-1.6,5.43,
2020,8,3,GP010F,1,chela,,2,50,61.78,-3.16,1.46,
2020,8,3,GP010F,1,chela,,1,52,57.08,-2.4,2.65,
2020,8,3,GP010F,1,chela,,4,56,49.02,3.57,22.88,
2020,8,3,GP010F,1,chela,,1,57,60.85,-1.63,6.95,
2020,8,3,GP010F,1,chela,,3M,58,48.61,0.56,14.79,
2020,8,3,GP010F,1,chela,,4,73,45.34,4.57,20.73,
2020,8,3,GP010F,1,chela,,3M,74,58,-2.36,11.95,
2020,8,3,GP011F,1,chela,,1,1,63.68,-2.67,0.57,
2020,8,3,GP011F,1,chela,,2,2,55.57,-2.67,3.1,
2020,8,3,GP011F,1,chela,,3M,3,46.07,0.27,9,
2020,8,3,GP011F,1,chela,,2,4,61.46,-2.78,5.51,
2020,8,3,GP011F,1,chela,,3M,6,46.07,1.38,13.98,
2020,8,3,GP011F,1,chela,,4,8,45.43,6.19,17.55,
2020,8,3,GP011F,1,chela,,3,13,59.73,-2.6,4.59,
2020,8,3,GP011F,1,chela,,1,14,53.14,-1.96,2.01,
2020,8,3,GP011F,1,chela,,3,19,50.69,-0.75,8.2,
2020,8,3,GP007F,1,chela,,2,1,63.04,-3.18,0.61,
2020,8,3,GP007F,1,chela,,4,2,49.54,1.65,16.59,
2020,8,3,GP007F,1,chela,,4,3,52.89,-0.27,12.99,
2020,8,3,GP007F,1,chela,,3M,4,53.04,-0.5,10.15,
2020,8,3,GP007F,1,chela,,3M,21,52.11,-0.95,10.53,
2020,8,3,GP005F,1,chela,,4,1,50.53,0.63,11.81,
2020,8,3,GP001F,1,chela,,2,16,64.88,-2.51,5.98,
2020,8,3,GP001F,1,chela,,2,31,58.17,-2.25,4.35,
2020,8,3,GP001F,1,chela,,1,37,54.31,-1.15,2.69,
2020,8,3,GP001F,1,chela,,1,68,53.2,-1.29,2.09,
2020,8,3,GP001F,1,chela,,3,69,65.49,-2.85,5.15,
2020,8,3,GP001F,1,chela,,3,131,46.04,1.73,13.32,
2020,8,3,GP003F,1,chela,,2,8,52.2,-1.13,6.89,
2020,8,3,GP003F,1,chela,,2,9,64.2,-3.06,5.62,
2020,8,3,GP003F,1,chela,,1,16,53.73,-1,5.17,
2020,8,3,GP003F,1,chela,,1,17,64.96,-3.4,1.2,
2020,8,3,GP003F,1,chela,,3,70,61.4,-2.5,3.26,
2020,8,3,GP003F,1,chela,,4,82,52.48,0,11.73,
2020,8,3,GP004F,1,chela,,2,1,67.31,-3.46,4.98,
2020,8,3,GP004F,1,chela,,1,2,55.99,-1.99,4.17,
2020,8,3,GP004F,1,chela,,1,3,56.75,-1.98,4.21,
2020,8,3,GP004F,1,chela,,3,12,50.14,0.98,14.32,
2020,8,3,GP004F,1,chela,,2,20,53.22,-1.88,5.72,
2020,8,3,GP006F,1,chela,,3,1,56.46,-0.99,13.76,
2020,8,3,GP006F,1,chela,,4,2,46.79,3.91,22.28,
2020,8,3,GP006F,1,chela,,2,3,67.01,-3.85,3.21,
2020,8,3,GP006F,1,chela,,3M,4,57.58,-1.02,17.74,
2020,8,3,GP006F,1,chela,,3,6,63.07,-2.9,4.94,
2020,8,3,GP006F,1,chela,,2,7,60.38,-2.49,1.06,
2020,8,3,GP006F,1,chela,,3M,8,53.36,0.79,17.54,
2020,8,3,GP006F,1,chela,,3,10,60.83,-2.68,6.24,
2020,8,3,GP006F,1,chela,,5,11,38.03,7.01,14.52,
2020,7,28,GP274F,1,chela,,4,20,52.1,-0.91,10.6,
2020,7,28,GP274F,1,chela,,4,31,51.73,-0.64,12.23,
2020,7,28,GP274F,1,chela,,3M,56,56.84,-4.58,8.77,
2020,7,28,GP274F,1,chela,,1,57,57.12,-1.46,-2.46,
2020,7,28,GP274F,1,chela,,1,59,58.03,2.49,6.09,
2020,7,28,GP268F,1,chela,,3,1,48.73,0.72,10.52,
2020,7,28,GP268F,1,chela,,3M,34,50.16,1,10.24,
2020,7,28,GP268F,1,chela,,1,35,54.58,-2.06,-1.47,
2020,7,28,GP268F,1,chela,,1,36,57.07,-1.75,-0.52,
2020,7,28,GP268F,1,chela,,2,42,48.75,1.27,8.86,
2020,7,28,GP268F,1,chela,,4,46,51.06,0.81,14.82,
2020,7,28,GP268F,1,chela,,3M,63,54.19,-0.14,11.56,
2020,7,28,GP259F,1,chela,,3,5,67.48,-3.55,4.92,
2020,7,28,GP259F,1,chela,,1,10,64.66,-3.07,0.84,
2020,7,28,GP259F,1,chela,,2,11,63.53,-2.36,1.07,
2020,7,28,GP259F,1,chela,,1,12,55.51,-1.36,-0.08,
2020,7,28,GP248F,1,chela,,1,4,53.12,-1.04,-0.67,
2020,7,28,GP248F,1,chela,,3M,7,57.61,-1.57,7.25,
2020,7,28,GP248F,1,chela,,1,12,61.93,-2.68,-1.3,
2020,7,28,GP248F,1,chela,,3,14,50.56,-0.19,9.21,
2020,7,28,GP248F,1,chela,,3,22,50.54,0.41,12.16,
2020,7,28,GP248F,1,chela,,2,27,60.66,-2.78,1.35,
2020,7,28,GP248F,1,chela,,3M,31,56.25,-2.15,1.98,
2020,7,28,GP248F,1,chela,,5,32,55.14,-0.62,9.76,
2020,7,28,GP248F,1,chela,,4,74,50.68,-0.23,15.89,
2020,7,28,GP248F,1,chela,,4,109,55.765,-0.05,16.18,
2020,7,28,GP248F,1,chela,,2,111,64.33,-2.69,-0.79,
2020,7,28,GP263F,1,chela,,2,4,60.64,-2.92,8.97,
2020,7,28,GP263F,1,chela,,1,6,54.97,-2.15,-0.69,
2020,7,28,GP263F,1,chela,,1,7,58.89,-2.4,-0.06,
2020,7,28,GP263F,1,chela,,3M,23,62.57,-2.2,10.15,
2020,7,28,GP263F,1,chela,,2,28,66.76,-3.78,1.46,
2020,7,28,GP263F,1,chela,,3M,34,58.42,-0.01,13.97,
2020,7,28,GP263F,1,chela,,2,35,61.92,-3.63,2.48,
2020,7,28,GP263F,1,chela,,3,41,58.03,-0.78,12.3,
2020,7,28,GP245F,1,chela,,3,3,49.89,-0.17,13.32,
2020,7,28,GP245F,1,chela,,1,8,53.61,-2.18,-0.33,
2020,7,28,GP245F,1,chela,,3,13,60.54,-1.37,2.5,
2020,7,28,GP245F,1,chela,,2,21,63.72,-2.77,-1.3,
2020,7,28,GP245F,1,chela,,4,24,50.57,0.7,12.2,
2020,7,28,GP245F,1,chela,,1,27,62.95,-3.03,1.35,
2020,7,28,GP245F,1,chela,,4,28,55.13,1.23,13.35,
2020,7,28,GP233F,1,chela,,4,2,56.44,0.38,17.93,
2020,7,28,GP233F,1,chela,,1,3,65.67,-3.69,0.84,
2020,7,28,GP233F,1,chela,,1,5,60.29,-2.77,2.46,
2020,7,28,GP233F,1,chela,,3,9,61.79,-2.72,6.47,
2020,7,28,GP233F,1,chela,,2,13,58.12,-2.54,1.38,
2020,7,28,GP233F,1,chela,,2,18,65.78,-3.59,1.79,
2020,7,28,GP233F,1,chela,,3,20,59.25,-1.71,7.23,
2020,7,28,GP233F,1,chela,,4,21,54.59,-0.62,9.86,
2020,7,28,GP233F,1,chela,,3M,60,51.3,-0.32,8.75,
2020,7,28,GP226F,1,chela,,1,7,66.53,-2.14,3.69,
2020,7,28,GP226F,1,chela,,1,9,65.3,-2.47,2.33,
2020,7,28,GP226F,1,chela,,2,10,56.85,-2.05,3.24,
2020,7,28,GP226F,1,chela,,4,15,51.41,1.41,10.74,
2020,7,28,GP220F,1,chela,,1,7,55.24,-2.08,-0.88,
2020,7,28,GP220F,1,chela,,3M,8,64.7,-2.55,8.65,
2020,7,28,GP220F,1,chela,,1,12,62.96,-3.32,1.91,
2020,7,28,GP220F,1,chela,,3,18,51.92,-0.56,10.13,
2020,7,28,GP220F,1,chela,,3,30,61.32,-2.33,9.04,
2020,7,28,GP220F,1,chela,,2,37,65.39,-3.52,2.06,
2020,7,28,GP220F,1,chela,,2,42,67.28,-4.4,4.03,
2020,7,28,GP220F,1,chela,,3M,72,57.48,-2.16,9.43,
2020,7,28,GP214F,1,chela,,1,10,59.69,-2.81,-2.2,
2020,7,28,GP214F,1,chela,,1,11,58.84,-2.32,2.16,
2020,7,28,GP214F,1,chela,,2,38,62.27,-3.5,1.32,
2020,7,28,GP214F,1,chela,,2,39,63.74,-2.8,0.78,
2020,7,28,GP192F,1,chela,,2,3,60.47,-2.71,1.26,
2020,7,28,GP192F,1,chela,,1,6,62.36,-1.32,4.42,
2020,7,28,GP192F,1,chela,,1,11,59.39,-1.1,2.14,
2020,7,28,GP192F,1,chela,,2,20,56.92,-1.26,0.78,
2020,7,28,GP197F,1,chela,,1,1,58.11,-1.74,4.11,
2020,7,28,GP197F,1,chela,,1,5,58.14,-2.16,4.95,
2020,7,28,GP197F,1,chela,,2,20,58.53,-1.32,2.9,
2020,7,28,GP197F,1,chela,,2,26,58.6,-1.89,3.08,
2020,7,28,GP197F,1,chela,,3M,36,65.48,-2.88,11,
2020,7,22,GP253F,1,chela,,1,10,55.11,0.74,0.69,
2020,7,22,GP253F,1,chela,,1,24,58.81,-1.27,-1.16,
2020,7,22,GP239F,1,chela,,2,6,54.36,-2.36,-0.85,
2020,7,22,GP239F,1,chela,,1,53,65.44,-3.635,0.26,
2020,7,22,GP239F,1,chela,,1,61,56.77,-2.03,-3.95,
2020,7,22,GP224F,1,chela,,1,14,55.04,-1.98,-4.73,
2020,7,22,GP224F,1,chela,,4,52,55.98,-1.28,13.46,
2020,7,22,GP224F,1,chela,,4,53,51.64,0.68,16.58,
2020,7,22,GP213F,1,chela,,1,5,56.49,-2.11,-4.37,
2020,7,22,GP213F,1,chela,,3,28,58.92,-1.86,5.51,
2020,7,22,GP213F,1,chela,,4,31,54.04,3.48,21.69,
2020,7,22,GP213F,1,chela,,1,35,57.64,-2.81,-2.37,
2020,7,22,GP213F,1,chela,,4,40,50.84,-0.63,12.17,
2020,7,22,GP205F,1,chela,,3,3,57.27,-2.32,11.16,
2020,7,22,GP205F,1,chela,,2,17,46.47,1.2,8.3,
2020,7,22,GP205F,1,chela,,1,21,58.19,-2.09,0.9,
2020,7,22,GP205F,1,chela,,3,24,59.17,-1.99,6.35,
2020,7,22,GP205F,1,chela,,3M,25,55.32,-1.22,9.01,
2020,7,22,GP205F,1,chela,,3M,37,58.3,-1.1,12.1,
2020,7,22,GP205F,1,chela,,1,50,60.22,-2.39,-1.32,
2020,7,22,GP222F,1,chela,,3,1,56.94,-0.97,10.81,
2020,7,22,GP222F,1,chela,,4,22,47.53,1.62,14.01,
2020,7,22,GP222F,1,chela,,3,31,54.66,-1.79,6.44,
2020,7,22,GP222F,1,chela,,4,43,48.2,0.2,14.76,
2020,7,22,GP211F,1,chela,,3,2,58.87,-2.53,2.25,
