"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2017-07-12",2,42,"P024",1,1,4,0.302,1,"",0.302,""
"2017-07-12",2,43,"P024",1,1,140,5.82,1,"",5.82,""
"2017-07-12",2,60,"P024",1,1,128,0.712,1,"",0.712,""
"2017-07-12",2,63,"P024",1,1,49,1.21,1,"",1.21,""
"2017-07-12",2,143,"P024",1,1,6,0.681,1,"",0.681,""
"2017-07-12",2,251,"P024",1,1,1,0.001,1,"",0.001,""
"2017-07-12",2,2513,"P024",1,1,1,0.035,1,"",0.035,""
"2017-07-12",2,2550,"P024",1,1,394,86.4,4,"",86.4,""
"2017-07-12",2,8500,"P024",1,1,0,0.036,1,"",0,""
"2017-07-12",2,8600,"P024",1,1,0,0.01,1,"",0,""
"2017-07-12",2,9303,"P024",1,1,0,0.017,1,"",0,""
"2017-07-12",3,12,"P024",1,1,1,1.02,1,"",1.02,""
"2017-07-12",3,17,"P024",1,1,1,0.05,1,"",0.05,""
"2017-07-12",3,42,"P024",1,1,1,0.04,1,"",0.04,""
"2017-07-12",3,43,"P024",1,1,40,2.01,1,"",2.01,""
"2017-07-12",3,62,"P024",1,1,5,0.545,1,"",0.545,""
"2017-07-12",3,63,"P024",1,1,167,3.17,1,"",3.17,""
"2017-07-12",3,70,"P024",1,1,5,1.31,1,"",1.31,""
"2017-07-12",3,143,"P024",1,1,3,0.391,1,"",0.391,""
"2017-07-12",3,300,"P024",1,1,1,0.206,1,"",0.206,""
"2017-07-12",3,2550,"P024",1,1,618,143,7,"",143,""
"2017-07-12",3,8500,"P024",1,1,0,0.033,1,"",0,""
"2017-07-12",3,8600,"P024",1,1,0,0.007,1,"",0,""
"2017-07-12",4,17,"P024",1,1,3,0.296,1,"",0.296,""
"2017-07-12",4,43,"P024",1,1,47,2.99,1,"",2.99,""
"2017-07-12",4,63,"P024",1,1,939,19.1,6,"",4.31,""
"2017-07-12",4,70,"P024",1,1,5,1.26,1,"",1.26,""
"2017-07-12",4,122,"P024",1,1,2,0.099,1,"",0.099,""
"2017-07-12",4,143,"P024",1,1,4,0.404,1,"",0.404,""
"2017-07-12",4,2550,"P024",1,1,590,111,6,"",74,""
"2017-07-12",4,4511,"P024",1,1,1,0.027,1,"",0.027,""
"2017-07-12",4,8500,"P024",1,1,0,0.059,1,"",0,""
"2017-07-12",5,42,"P024",1,1,2,0.281,1,"",0.281,""
"2017-07-12",5,43,"P024",1,1,10,1.01,1,"",1.01,""
"2017-07-12",5,60,"P024",1,1,3,0.016,1,"",0.016,""
"2017-07-12",5,63,"P024",1,1,153,3.11,1,"",3.11,""
"2017-07-12",5,143,"P024",1,1,1,0.066,1,"",0.066,""
"2017-07-12",5,204,"P024",1,1,4,1.07,1,"",1.07,""
"2017-07-12",5,251,"P024",1,1,1,0.001,1,"",0.001,""
"2017-07-12",5,2513,"P024",1,1,1,0.1,1,"",0.1,""
"2017-07-12",5,2550,"P024",1,1,363,88.9,5,"",88.9,""
"2017-07-12",5,8500,"P024",1,1,0,0.006,1,"",0,""
"2017-07-13",6,70,"P024",1,1,11,2.62,1,"",2.62,""
"2017-07-13",6,143,"P024",1,1,2,0.024,1,"",0.024,""
"2017-07-13",6,204,"P024",1,1,5,1.2,1,"",1.2,""
"2017-07-13",6,2539,"P024",1,1,8,1.63,1,"",1.63,""
"2017-07-13",6,2550,"P024",1,1,142,30.6,2,"",30.6,""
"2017-07-13",6,8500,"P024",1,1,0,0.4,1,"",0,""
"2017-07-13",6,8600,"P024",1,1,0,0.062,1,"",0,""
"2017-07-13",7,42,"P024",1,1,2,0.118,1,"",0.118,""
"2017-07-13",7,610,"P024",1,1,12,0.138,1,"",0.138,""
"2017-07-13",7,1511,"P024",1,1,0,0,1,"",0,""
"2017-07-13",7,2212,"P024",1,1,0,0,1,"",0,""
"2017-07-13",7,2417,"P024",1,1,0,0,1,"",0,""
"2017-07-13",7,2550,"P024",1,1,21,2.82,1,"",2.82,""
"2017-07-13",7,4348,"P024",1,1,0,0,1,"",0,""
"2017-07-13",8,10,"P024",1,1,1,0.015,1,"",0.015,""
"2017-07-13",8,40,"P024",1,1,2,0.006,1,"",0.006,""
"2017-07-13",8,42,"P024",1,1,3,0.114,1,"",0.114,""
"2017-07-13",8,43,"P024",1,1,8,0.647,1,"",0.647,""
"2017-07-13",8,622,"P024",1,1,5,0.125,1,"",0.125,""
"2017-07-13",8,2212,"P024",1,1,0,0.004,1,"",0,""
"2017-07-13",8,2550,"P024",1,1,10,2.97,1,"",2.97,""
"2017-07-13",8,8300,"P024",1,1,0,0.001,1,"",0,""
"2017-07-13",9,40,"P024",1,1,1,0.005,1,"",0.005,""
"2017-07-13",9,42,"P024",1,1,1,0.028,1,"",0.028,""
"2017-07-13",9,43,"P024",1,1,1,0.11,1,"",0.11,""
"2017-07-13",9,622,"P024",1,1,1,0.02,1,"",0.02,""
"2017-07-13",9,2212,"P024",1,1,0,0.001,1,"",0,""
"2017-07-13",9,2550,"P024",1,1,3,0.853,1,"",0.853,""
"2017-07-13",10,42,"P024",1,1,11,0.352,1,"",0.352,""
"2017-07-13",10,43,"P024",1,1,3,0.201,1,"",0.201,""
"2017-07-13",10,610,"P024",1,1,1,0.019,1,"",0.019,""
"2017-07-13",10,2550,"P024",1,1,10,3.1,1,"",3.1,""
"2017-07-13",10,9300,"P024",1,1,0,0.02,1,"",0,""
"2017-07-13",11,42,"P024",1,1,6,0.268,1,"",0.268,""
"2017-07-13",11,43,"P024",1,1,3,0.282,1,"",0.282,""
"2017-07-13",11,122,"P024",1,1,1,0.099,1,"",0.099,""
"2017-07-13",11,300,"P024",1,1,1,0.182,1,"",0.182,""
"2017-07-13",11,610,"P024",1,1,42,0.598,1,"",0.598,""
"2017-07-13",11,2520,"P024",1,1,1,0.002,1,"",0.002,""
"2017-07-13",11,2550,"P024",1,1,11,2.91,1,"",2.91,""
"2017-07-13",11,3100,"P024",1,1,0,0.001,1,"",0,""
"2017-07-13",11,4348,"P024",1,1,0,0.005,1,"",0,""
"2017-07-13",11,4700,"P024",1,1,0,0.001,1,"",0,""
"2017-07-13",11,9200,"P024",1,1,0,0.027,1,"",0,""
"2017-07-13",12,10,"P024",1,1,3,0.087,1,"",0.087,""
"2017-07-13",12,17,"P024",1,1,5,0.615,1,"",0.615,""
"2017-07-13",12,42,"P024",1,1,5,0.268,1,"",0.268,""
"2017-07-13",12,43,"P024",1,1,19,0.96,1,"",0.96,""
"2017-07-13",12,63,"P024",1,1,96,3.38,1,"",3.38,""
"2017-07-13",12,122,"P024",1,1,4,0.414,1,"",0.414,""
"2017-07-13",12,143,"P024",1,1,1,0.042,1,"",0.042,""
"2017-07-13",12,300,"P024",1,1,1,0.442,1,"",0.442,""
"2017-07-13",12,610,"P024",1,1,1,0.009,1,"",0.009,""
"2017-07-13",12,2550,"P024",1,1,108,19.2,1,"",19.2,""
"2017-07-13",12,9300,"P024",1,1,0,0.012,1,"",0,""
"2017-07-14",13,42,"P024",1,1,28,1.38,1,"",1.38,""
"2017-07-14",13,43,"P024",1,1,6,0.316,1,"",0.316,""
"2017-07-14",13,60,"P024",1,1,1,0.003,1,"",0.003,""
"2017-07-14",13,63,"P024",1,1,2,0.053,1,"",0.053,""
"2017-07-14",13,2417,"P024",1,1,0,0.005,1,"",0,""
"2017-07-14",13,2520,"P024",1,1,1,0.002,1,"",0.002,""
"2017-07-14",13,2550,"P024",1,1,185,31.5,2,"",31.5,""
"2017-07-14",15,40,"P024",1,1,4,0.073,1,"",0.073,""
"2017-07-14",15,42,"P024",1,1,2,0.11,1,"",0.11,""
"2017-07-14",15,43,"P024",1,1,8,0.437,1,"",0.437,""
"2017-07-14",15,2212,"P024",1,1,0,0.001,1,"",0,""
"2017-07-14",15,2411,"P024",1,1,0,0.05,1,"",0,""
"2017-07-14",15,2417,"P024",1,1,0,0.002,1,"",0,""
"2017-07-14",15,2550,"P024",1,1,3,0.746,1,"",0.746,""
"2017-07-14",15,8600,"P024",1,1,0,0.101,1,"",0,""
"2017-07-14",16,40,"P024",1,1,5,0.161,1,"",0.161,""
"2017-07-14",16,42,"P024",1,1,2,0.178,1,"",0.178,""
"2017-07-14",16,43,"P024",1,1,1,0.094,1,"",0.094,""
"2017-07-14",16,2411,"P024",1,1,0,0.004,1,"",0,""
"2017-07-14",16,2550,"P024",1,1,2,0.65,1,"",0.65,""
"2017-07-14",17,10,"P024",1,1,1,0.069,1,"",0.069,""
"2017-07-14",17,40,"P024",1,1,1,0.017,1,"",0.017,""
"2017-07-14",17,42,"P024",1,1,2,0.116,1,"",0.116,""
"2017-07-14",17,43,"P024",1,1,1,0.079,1,"",0.079,""
"2017-07-14",17,118,"P024",1,1,1,0.317,1,"",0.317,""
"2017-07-14",17,2212,"P024",1,1,0,0.014,1,"",0,""
"2017-07-14",17,2411,"P024",1,1,0,0.012,1,"",0,""
"2017-07-14",17,2513,"P024",1,1,3,0.271,1,"",0.271,""
"2017-07-14",17,2550,"P024",1,1,3,1.18,1,"",1.18,""
"2017-07-14",17,6113,"P024",1,1,0,0.216,1,"",0,""
"2017-07-14",17,6511,"P024",1,1,0,0.027,1,"",0,""
"2017-07-14",17,8300,"P024",1,1,0,0.044,1,"",0,""
"2017-07-14",18,42,"P024",1,1,5,0.277,1,"",0.277,""
"2017-07-14",18,43,"P024",1,1,10,0.595,1,"",0.595,""
"2017-07-14",18,2550,"P024",1,1,5,1.4,1,"",1.4,""
"2017-07-14",18,6119,"P024",1,1,0,0.001,1,"",0,""
"2017-07-14",18,8327,"P024",1,1,0,0.011,1,"",0,""
"2017-07-14",19,42,"P024",1,1,4,0.095,1,"",0.095,""
"2017-07-14",19,2417,"P024",1,1,0,0.001,1,"",0,""
"2017-07-14",19,2550,"P024",1,1,32,7.41,1,"",7.41,""
"2017-07-14",19,8327,"P024",1,1,0,0.001,1,"",0,""
"2017-07-14",19,9300,"P024",1,1,0,0.007,1,"",0,""
"2017-07-15",21,42,"P024",1,1,5,0.225,1,"",0.225,""
"2017-07-15",21,43,"P024",1,1,30,1.89,1,"",1.89,""
"2017-07-15",21,118,"P024",1,1,9,0.28,1,"",0.28,""
"2017-07-15",21,122,"P024",1,1,2,0.031,1,"",0.031,""
"2017-07-15",21,300,"P024",1,1,3,1.48,1,"",1.48,""
"2017-07-15",21,2513,"P024",1,1,1,0.131,1,"",0.131,""
"2017-07-15",21,2550,"P024",1,1,33,8.59,1,"",8.59,""
"2017-07-15",21,6119,"P024",1,1,0,0.003,1,"",0,""
"2017-07-15",21,8300,"P024",1,1,0,0.054,1,"",0,""
"2017-07-15",21,8327,"P024",1,1,0,0.068,1,"",0,""
"2017-07-15",21,8600,"P024",1,1,0,0.001,1,"",0,""
"2017-07-15",21,9300,"P024",1,1,0,0.001,1,"",0,""
"2017-07-15",22,40,"P024",1,1,2,0.039,1,"",0.039,""
"2017-07-15",22,42,"P024",1,1,15,0.599,1,"",0.599,""
"2017-07-15",22,43,"P024",1,1,3,0.372,1,"",0.372,""
"2017-07-15",22,251,"P024",1,1,1,0.012,1,"",0.012,""
"2017-07-15",22,300,"P024",1,1,1,0.066,1,"",0.066,""
"2017-07-15",22,2212,"P024",1,1,0,0.002,1,"",0,""
"2017-07-15",22,2550,"P024",1,1,7,2.14,1,"",2.14,""
"2017-07-15",22,4700,"P024",1,1,0,0,1,"",0,""
"2017-07-15",22,9630,"P024",1,1,0,0.059,1,"",0,""
"2017-07-15",23,42,"P024",1,1,11,0.498,1,"",0.498,""
"2017-07-15",23,43,"P024",1,1,28,1.15,1,"",1.15,""
"2017-07-15",23,118,"P024",1,1,4,0.154,1,"",0.154,""
"2017-07-15",23,122,"P024",1,1,1,0.038,1,"",0.038,""
"2017-07-15",23,251,"P024",1,1,1,0.002,1,"",0.002,""
"2017-07-15",23,610,"P024",1,1,3,0.042,1,"",0.042,""
"2017-07-15",23,2212,"P024",1,1,0,0.004,1,"",0,""
"2017-07-15",23,2417,"P024",1,1,0,0.001,1,"",0,""
"2017-07-15",23,2550,"P024",1,1,30,5.82,1,"",5.82,""
"2017-07-15",23,8300,"P024",1,1,0,0.283,1,"",0,""
"2017-07-15",23,9200,"P024",1,1,0,0.094,1,"",0,""
"2017-07-15",23,9300,"P024",1,1,0,0.003,1,"",0,""
"2017-07-15",23,9630,"P024",1,1,0,0.079,1,"",0,""
"2017-07-15",24,40,"P024",1,1,5,0.088,1,"",0.088,""
"2017-07-15",24,42,"P024",1,1,14,0.563,1,"",0.563,""
"2017-07-15",24,43,"P024",1,1,1,0.085,1,"",0.085,""
"2017-07-15",24,2212,"P024",1,1,0,0.001,1,"",0,""
"2017-07-15",24,2550,"P024",1,1,3,0.733,1,"",0.733,""
"2017-07-15",25,10,"P024",1,1,1,0.059,1,"",0.059,""
"2017-07-15",25,40,"P024",1,1,5,0.126,1,"",0.126,""
"2017-07-15",25,42,"P024",1,1,62,2.25,1,"",2.25,""
"2017-07-15",25,43,"P024",1,1,10,0.409,1,"",0.409,""
"2017-07-15",25,60,"P024",1,1,1,0.004,1,"",0.004,""
"2017-07-15",25,610,"P024",1,1,13,0.187,1,"",0.187,""
"2017-07-15",25,2550,"P024",1,1,6,1.61,1,"",1.61,""
"2017-07-15",25,6511,"P024",1,1,0,0.017,1,"",0,""
"2017-07-15",25,8500,"P024",1,1,0,0.142,1,"",0,""
"2017-07-15",26,43,"P024",1,1,32,2.2,1,"",2.2,""
"2017-07-15",26,63,"P024",1,1,31,1.1,1,"",1.1,""
"2017-07-15",26,70,"P024",1,1,2,0.394,1,"",0.394,""
"2017-07-15",26,118,"P024",1,1,4,0.178,1,"",0.178,""
"2017-07-15",26,122,"P024",1,1,1,0.032,1,"",0.032,""
"2017-07-15",26,640,"P024",1,1,1,0.014,1,"",0.014,""
"2017-07-15",26,2550,"P024",1,1,801,180,9,"",67.2,""
"2017-07-15",26,6511,"P024",1,1,0,0.02,1,"",0,""
"2017-07-15",26,8600,"P024",1,1,0,0.008,1,"",0,""
"2017-07-15",27,12,"P024",1,1,1,0.841,1,"",0.841,""
"2017-07-15",27,40,"P024",1,1,1,0.004,1,"",0.004,""
"2017-07-15",27,42,"P024",1,1,5,0.339,1,"",0.339,""
"2017-07-15",27,43,"P024",1,1,246,9.74,2,"",9.74,""
"2017-07-15",27,63,"P024",1,1,19,0.594,1,"",0.594,""
"2017-07-15",27,118,"P024",1,1,5,0.185,1,"",0.185,""
"2017-07-15",27,122,"P024",1,1,1,0.027,1,"",0.027,""
"2017-07-15",27,610,"P024",1,1,1,0.016,1,"",0.016,""
"2017-07-15",27,2513,"P024",1,1,2,0.097,1,"",0.097,""
"2017-07-15",27,2550,"P024",1,1,365,90.1,4,"",69.9,""
"2017-07-15",27,8500,"P024",1,1,0,0.098,1,"",0,""
"2017-07-16",28,43,"P024",1,1,259,12.7,3,"",10.9,""
"2017-07-16",28,63,"P024",1,1,186,2.68,1,"",2.68,""
"2017-07-16",28,122,"P024",1,1,17,0.934,1,"",0.934,""
"2017-07-16",28,143,"P024",1,1,1,0.208,1,"",0.208,""
"2017-07-16",28,204,"P024",1,1,3,2.61,1,"",2.61,""
"2017-07-16",28,320,"P024",1,1,1,0.85,1,"",0.85,""
"2017-07-16",28,2550,"P024",1,1,510,109,5,"",64.8,""
"2017-07-16",28,4000,"P024",1,1,0,0.046,1,"",0,""
"2017-07-16",28,6113,"P024",1,1,0,0.012,1,"",0,""
"2017-07-16",28,6119,"P024",1,1,0,0.001,1,"",0,""
"2017-07-16",28,8500,"P024",1,1,0,0.044,1,"",0,""
"2017-07-16",28,8600,"P024",1,1,0,0,1,"",0,""
"2017-07-16",28,9200,"P024",1,1,0,0.494,1,"",0,""
"2017-07-16",28,9300,"P024",1,1,0,7.22,2,"",0,""
"2017-07-16",29,43,"P024",1,1,1,0.067,1,"",0.067,""
"2017-07-16",29,60,"P024",1,1,3,0.012,1,"",0.012,""
"2017-07-16",29,70,"P024",1,1,3,0.828,1,"",0.828,""
"2017-07-16",29,610,"P024",1,1,107,1.32,1,"",1.32,""
"2017-07-16",29,2417,"P024",1,1,0,0.002,1,"",0,""
"2017-07-16",29,2550,"P024",1,1,163,40.8,2,"",40.8,""
"2017-07-16",29,6511,"P024",1,1,0,0.018,1,"",0,""
"2017-07-16",29,8500,"P024",1,1,0,0.038,1,"",0,""
"2017-07-16",29,9200,"P024",1,1,0,0.475,1,"",0,""
"2017-07-16",29,9300,"P024",1,1,0,0.558,1,"",0,""
"2017-07-16",30,43,"P024",1,1,22,4.03,1,"",4.03,""
"2017-07-16",30,143,"P024",1,1,1,0.191,1,"",0.191,""
"2017-07-16",30,610,"P024",1,1,4,0.04,1,"",0.04,""
"2017-07-16",30,2550,"P024",1,1,252,48,2,"",48,""
"2017-07-16",30,9300,"P024",1,1,0,0.035,1,"",0,""
"2017-07-16",31,43,"P024",1,1,58,11,1,"",11,""
"2017-07-16",31,63,"P024",1,1,90,1.51,1,"",1.51,""
"2017-07-16",31,122,"P024",1,1,3,0.204,1,"",0.204,""
"2017-07-16",31,143,"P024",1,1,1,0.072,1,"",0.072,""
"2017-07-16",31,204,"P024",1,1,1,1.12,1,"",1.12,""
"2017-07-16",31,2539,"P024",1,1,1,0.094,1,"",0.094,""
"2017-07-16",31,2550,"P024",1,1,287,67.5,3,"",67.5,""
"2017-07-16",31,9300,"P024",1,1,0,1.5,1,"",0,""
"2017-07-17",32,10,"P024",1,1,1,0.028,1,"",0.028,""
"2017-07-17",32,43,"P024",1,1,257,9.77,2,"",7.45,""
"2017-07-17",32,62,"P024",1,1,4,0.278,1,"",0.278,""
"2017-07-17",32,63,"P024",1,1,130,3.08,1,"",3.08,""
"2017-07-17",32,122,"P024",1,1,5,0.396,1,"",0.396,""
"2017-07-17",32,2550,"P024",1,1,375,90.8,5,"",67,""
"2017-07-17",32,6119,"P024",1,1,0,0,1,"",0,""
"2017-07-17",32,9300,"P024",1,1,0,0.485,1,"",0,""
"2017-07-17",33,10,"P024",1,1,2,0.031,1,"",0.031,""
"2017-07-17",33,42,"P024",1,1,10,0.709,1,"",0.709,""
"2017-07-17",33,43,"P024",1,1,11,0.497,1,"",0.497,""
"2017-07-17",33,70,"P024",1,1,39,9.14,1,"",9.14,""
"2017-07-17",33,122,"P024",1,1,1,0.039,1,"",0.039,""
"2017-07-17",33,610,"P024",1,1,202,3.02,1,"",3.02,""
"2017-07-17",33,2550,"P024",1,1,41,8.91,1,"",8.91,""
"2017-07-17",34,10,"P024",1,1,2,0.079,1,"",0.079,""
"2017-07-17",34,42,"P024",1,1,1,0.056,1,"",0.056,""
"2017-07-17",34,43,"P024",1,1,1,0.006,1,"",0.006,""
"2017-07-17",34,340,"P024",1,1,1,0.001,1,"",0.001,""
"2017-07-17",34,610,"P024",1,1,3,0.035,1,"",0.035,""
"2017-07-17",34,2212,"P024",1,1,0,0.001,1,"",0,""
"2017-07-17",34,2417,"P024",1,1,0,0.009,1,"",0,""
"2017-07-17",34,2513,"P024",1,1,1,0.072,1,"",0.072,""
"2017-07-17",34,2550,"P024",1,1,65,9.47,1,"",9.47,""
"2017-07-17",34,6511,"P024",1,1,0,0.046,1,"",0,""
"2017-07-17",34,9400,"P024",1,1,0,0,1,"",0,""
"2017-07-17",35,12,"P024",1,1,1,0.006,1,"",0.006,""
"2017-07-17",35,42,"P024",1,1,4,0.333,1,"",0.333,""
"2017-07-17",35,610,"P024",1,1,1,0.013,1,"",0.013,""
"2017-07-17",35,2417,"P024",1,1,0,0.004,1,"",0,""
"2017-07-17",35,2550,"P024",1,1,140,21.3,1,"",21.3,""
"2017-07-17",35,9400,"P024",1,1,0,0.008,1,"",0,""
"2017-07-17",36,42,"P024",1,1,4,0.169,1,"",0.169,""
"2017-07-17",36,43,"P024",1,1,2,0.075,1,"",0.075,""
"2017-07-17",36,60,"P024",1,1,1,0.002,1,"",0.002,""
"2017-07-17",36,251,"P024",1,1,2,0.001,1,"",0.001,""
"2017-07-17",36,2417,"P024",1,1,0,0.001,1,"",0,""
"2017-07-17",36,2513,"P024",1,1,1,0.012,1,"",0.012,""
"2017-07-17",36,2550,"P024",1,1,259,41.7,2,"",41.7,""
"2017-07-17",36,6200,"P024",1,1,0,0.001,1,"",0,""
"2017-07-17",36,8600,"P024",1,1,0,0.035,1,"",0,""
