grid,date.closed,date.open,grid.portion,comment
HA39,6/25/2019,8/6/2019,> 20(fth) Inside DZ,Opening on August 6; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA39,7/9/2019,8/6/2019,> 20(fth) GSL DZ,Opening on August 6; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM36,7/16/2019,8/8/2019,> 20(fth) GSL DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV43,6/7/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW43,5/17/2019,8/8/2019,> 20(fth) Outside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW44,5/17/2019,8/8/2019,> 20(fth) Outside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW44,5/17/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW45,5/17/2019,8/8/2019,> 20(fth) Outside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX44,5/17/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY42,6/6/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY44,5/24/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY45,5/24/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA42,6/6/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA43,6/6/2019,8/8/2019,> 20(fth) Inside DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA43,7/23/2019,8/8/2019,> 20(fth) GSL DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA44,7/23/2019,8/8/2019,> 20(fth) GSL DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA45,7/23/2019,8/8/2019,> 20(fth) GSL DZ,Opening on August 8; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV37,5/21/2019,8/12/2019,> 20(fth) Inside DZ,Opening on August 12; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV37,7/22/2019,8/12/2019,> 20(fth) GSL DZ,Opening on August 12; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV38,5/21/2019,8/12/2019,> 20(fth) Inside DZ,Opening on August 12; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV38,7/11/2019,8/12/2019,> 20(fth) GSL DZ,Opening on August 12; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GT37,6/15/2019,8/14/2019,> 20(fth) Inside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU37,5/21/2019,8/14/2019,> 20(fth) Inside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU37,7/25/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU38,5/21/2019,8/14/2019,> 20(fth) Inside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU38,7/16/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU40,6/3/2019,8/14/2019,> 20(fth) Inside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU40,6/30/2019,8/14/2019,> 20(fth) Outside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU40 ,7/11/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU41,6/30/2019,8/14/2019,> 20(fth) Outside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA40,6/25/2019,8/14/2019,> 20(fth) Inside DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HB43,7/23/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HB44,7/23/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HB45,7/23/2019,8/14/2019,> 20(fth) GSL DZ,Opening on August 14; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU35,8/14/2019,8/14/2019,BTW 20(fth) & 10(fth),GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GU35,8/14/2019,8/14/2019,BTW 10(fth) & Land,GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV33,8/14/2019,8/14/2019,BTW 20(fth) & 10(fth),GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV33,8/14/2019,8/14/2019,BTW 10(fth) & Land,GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV34,8/14/2019,8/14/2019,BTW 20(fth) & 10(fth),GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV34,8/14/2019,8/14/2019,BTW 10(fth) & Land,GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV35,8/14/2019,8/14/2019,BTW 20(fth) & 10(fth),GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GV35,8/14/2019,8/14/2019,BTW 10(fth) & Land,GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GW33,8/14/2019,8/14/2019,BTW 20(fth) & 10(fth),GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
GW33,8/14/2019,8/14/2019,BTW 10(fth) & Land,GV34 Sighting (Originally thought to be inside the 10 Fathom line but ended up outside the 20 Fathom line)
HC43,7/23/2019,8/15/2019,> 20(fth) GSL DZ,Opening on August 15; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HC44,7/23/2019,8/15/2019,> 20(fth) GSL DZ,Opening on August 15; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HC45,7/23/2019,8/15/2019,> 20(fth) GSL DZ,Opening on August 15; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV42,5/17/2019,8/21/2019,> 20(fth) Inside DZ,Opening on August 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV42,8/8/2019,8/21/2019,> 20(fth) GSL DZ,Opening on August 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY47,8/10/2019,8/21/2019,> 20(fth) GSL DZ,Opening on August 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GK31,8/14/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL31,8/14/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM31,8/14/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW46,5/24/2019,8/28/2019,> 20(fth) Inside DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW46,6/3/2019,8/28/2019,> 20(fth) Outside DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW46,8/6/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW47,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW48,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX46,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX47,5/24/2019,8/28/2019,> 20(fth) Inside DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX47,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX48,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY46,5/24/2019,8/28/2019,> 20(fth) Inside DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY46,8/6/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY48,8/10/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA37,8/14/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA38,8/14/2019,8/28/2019,> 20(fth) GSL DZ,Opening on August 28; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU39,8/17/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU40,8/17/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU41,8/17/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV33,8/14/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV34,8/14/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV35,8/14/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV36,8/18/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV37,8/18/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW34,8/14/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW35,8/14/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW36,8/18/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX35,8/18/2019,9/4/2019,> 20(fth) GSL DZ,Opening on September 4; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW32,8/26/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX31,8/26/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX32,8/26/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY31,8/26/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY32,8/26/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL35,7/16/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL36,8/25/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM35,7/16/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM36,8/25/2019,9/10/2019,> 20(fth) GSL DZ,Opening on September 10; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE54,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE55,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE55,8/29/2019,9/16/2019,BTW 20(fth) & 10(fth),Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE55,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE56,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE56,8/29/2019,9/16/2019,BTW 20(fth) & 10(fth),Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HE56,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF54,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF54,8/29/2019,9/16/2019,BTW 20(fth) & 10(fth),Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF55,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF55,8/29/2019,9/16/2019,BTW 20(fth) & 10(fth),Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF55,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF56,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HF56,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HG54,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HG54,8/29/2019,9/16/2019,BTW 20(fth) & 10(fth),Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HG54,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HG55,8/29/2019,9/16/2019,> 20(fth) GSL DZ,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HG55,8/29/2019,9/16/2019,BTW 10(fth) & Land,Opening on September 16; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HP22,9/1/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HQ22,9/1/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HQ23,9/1/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HR22,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HR23,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HS21,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HS22,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HS23,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HT21,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HT22,8/29/2019,9/18/2019,> 20(fth) MAR,Opening on September 18; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HP20,9/1/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HP21,9/1/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HQ20,9/1/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HQ21,9/1/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HR20,9/1/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HR21,8/29/2019,9/21/2019,> 20(fth) MAR,Opening on September 21; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV33,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV34,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV35,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW33,8/14/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW34,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW35,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX33,8/26/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX34,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX35,9/12/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GZ38,7/9/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GZ38,6/22/2019,9/26/2019,> 20(fth) Inside DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HB39,8/29/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HC39,8/29/2019,9/26/2019,> 20(fth) GSL DZ,Opening on September 26; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GN25,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GN26,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GN27,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GO25,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GO26,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GO27,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GP25,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GP26,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GP27,9/6/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV38,8/29/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV39,6/3/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV39,7/11/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV40,6/3/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV40,6/30/2019,10/2/2019,> 20(fth) Outside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GV40,7/11/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW38,5/21/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GW38,7/9/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX38,6/6/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GX38,7/9/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY38,6/11/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GY38,7/9/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GZ39,6/22/2019,10/2/2019,> 20(fth) Inside DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GZ39,7/9/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GZ40,8/4/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA39,8/14/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HA40,8/29/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HB40,8/29/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HC40,8/29/2019,10/2/2019,> 20(fth) GSL DZ,Opening on October 2; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GK32,8/12/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GK33,7/26/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GK34,7/16/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GK35,7/16/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL32,8/12/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL33,7/26/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL34,7/16/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GL35 ,9/27/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM32,8/12/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM33,7/26/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GM34,7/16/2019,10/9/2019,> 20(fth) GSL DZ,Opening on October 9; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
