"date","tow.id","probe","location","position","event","time"
"2021-07-12","XP001","","","","stop","7:53:08"
"2021-07-12","XP002","","","","stop","9:23:48"
"2021-07-12","XP003","","","","stop","10:43:50"
"2021-07-12","XP004","","","","stop","12:01:14"
"2021-07-12","XP005","","","","stop","13:33:06"
"2021-07-12","XP006","","","","stop","14:45:07"
"2021-07-12","XP007","","","","stop","15:52:12"
"2021-07-12","XP008","","","","stop","17:13:11"
"2021-07-13","XP009","","","","stop","7:44:29"
"2021-07-13","XP010","","","","stop","8:40:53"
"2021-07-13","XP011","","","","stop","9:38:23"
"2021-07-13","XP012","","","","stop","10:38:08"
"2021-07-13","XP013","","","","stop","11:39:00"
"2021-07-13","XP014","","","","stop","12:46:11"
"2021-07-13","XP015","","","","stop","13:46:24"
"2021-07-13","XP016","","","","stop","14:52:45"
"2021-07-13","XP017","","","","stop","15:56:30"
"2021-07-13","XP018","","","","stop","16:53:25"
"2021-07-13","XP019","","","","stop","17:55:35"
"2021-07-13","XP020","","","","stop","18:53:53"
"2021-07-12","XP001","Star Oddi DST-Tilt","door","starboard","touchdown","7:48:00"
"2021-07-12","XP002","Star Oddi DST-Tilt","door","starboard","touchdown","9:18:31"
"2021-07-12","XP003","Star Oddi DST-Tilt","door","starboard","touchdown","10:38:32"
"2021-07-12","XP004","Star Oddi DST-Tilt","door","starboard","touchdown","11:56:00"
"2021-07-12","XP005","Star Oddi DST-Tilt","door","starboard","touchdown","13:27:37"
"2021-07-12","XP006","Star Oddi DST-Tilt","door","starboard","touchdown","14:39:51"
"2021-07-12","XP007","Star Oddi DST-Tilt","door","starboard","touchdown","15:46:52"
"2021-07-12","XP008","Star Oddi DST-Tilt","door","starboard","touchdown","17:07:42"
"2021-07-13","XP009","Star Oddi DST-Tilt","door","starboard","touchdown","7:39:16"
"2021-07-13","XP010","Star Oddi DST-Tilt","door","starboard","touchdown","8:35:38"
"2021-07-13","XP011","Star Oddi DST-Tilt","door","starboard","touchdown","9:33:04"
"2021-07-13","XP012","Star Oddi DST-Tilt","door","starboard","touchdown","10:32:47"
"2021-07-13","XP013","Star Oddi DST-Tilt","door","starboard","touchdown","11:33:49"
"2021-07-13","XP014","Star Oddi DST-Tilt","door","starboard","touchdown","12:41:03"
"2021-07-13","XP015","Star Oddi DST-Tilt","door","starboard","touchdown","13:40:55"
"2021-07-13","XP016","Star Oddi DST-Tilt","door","starboard","touchdown","14:47:23"
"2021-07-13","XP017","Star Oddi DST-Tilt","door","starboard","touchdown","15:51:06"
"2021-07-13","XP018","Star Oddi DST-Tilt","door","starboard","touchdown","16:48:00"
"2021-07-13","XP019","Star Oddi DST-Tilt","door","starboard","touchdown","17:50:12"
"2021-07-13","XP020","Star Oddi DST-Tilt","door","starboard","touchdown","18:48:39"
"2021-07-12","XP001","Star Oddi DST-Tilt","door","starboard","liftoff","7:54:47"
"2021-07-12","XP002","Star Oddi DST-Tilt","door","starboard","liftoff","9:23:54"
"2021-07-12","XP003","Star Oddi DST-Tilt","door","starboard","liftoff","10:43:49"
"2021-07-12","XP004","Star Oddi DST-Tilt","door","starboard","liftoff","12:01:17"
"2021-07-12","XP005","Star Oddi DST-Tilt","door","starboard","liftoff","13:33:07"
"2021-07-12","XP006","Star Oddi DST-Tilt","door","starboard","liftoff","14:45:08"
"2021-07-12","XP007","Star Oddi DST-Tilt","door","starboard","liftoff","15:52:13"
"2021-07-12","XP008","Star Oddi DST-Tilt","door","starboard","liftoff","17:14:26"
"2021-07-13","XP009","Star Oddi DST-Tilt","door","starboard","liftoff","7:45:51"
"2021-07-13","XP010","Star Oddi DST-Tilt","door","starboard","liftoff","8:40:44"
"2021-07-13","XP011","Star Oddi DST-Tilt","door","starboard","liftoff","9:39:16"
"2021-07-13","XP012","Star Oddi DST-Tilt","door","starboard","liftoff","10:38:09"
"2021-07-13","XP013","Star Oddi DST-Tilt","door","starboard","liftoff","11:39:03"
"2021-07-13","XP014","Star Oddi DST-Tilt","door","starboard","liftoff","12:47:28"
"2021-07-13","XP015","Star Oddi DST-Tilt","door","starboard","liftoff","13:48:50"
"2021-07-13","XP016","Star Oddi DST-Tilt","door","starboard","liftoff","14:52:46"
"2021-07-13","XP017","Star Oddi DST-Tilt","door","starboard","liftoff","15:56:30"
"2021-07-13","XP018","Star Oddi DST-Tilt","door","starboard","liftoff","16:55:17"
"2021-07-13","XP019","Star Oddi DST-Tilt","door","starboard","liftoff","17:57:10"
"2021-07-13","XP020","Star Oddi DST-Tilt","door","starboard","liftoff","18:53:53"
"2021-07-12","XP001","Star Oddi DST-Tilt","door","port","touchdown","7:47:57"
"2021-07-12","XP002","Star Oddi DST-Tilt","door","port","touchdown","9:18:27"
"2021-07-12","XP003","Star Oddi DST-Tilt","door","port","touchdown","10:38:33"
"2021-07-12","XP004","Star Oddi DST-Tilt","door","port","touchdown","11:56:01"
"2021-07-12","XP005","Star Oddi DST-Tilt","door","port","touchdown","13:27:41"
"2021-07-12","XP006","Star Oddi DST-Tilt","door","port","touchdown","14:39:52"
"2021-07-12","XP007","Star Oddi DST-Tilt","door","port","touchdown","15:46:57"
"2021-07-12","XP008","Star Oddi DST-Tilt","door","port","touchdown","17:07:36"
"2021-07-13","XP009","Star Oddi DST-Tilt","door","port","touchdown","7:39:14"
"2021-07-13","XP010","Star Oddi DST-Tilt","door","port","touchdown","8:35:37"
"2021-07-13","XP011","Star Oddi DST-Tilt","door","port","touchdown","9:33:02"
"2021-07-13","XP012","Star Oddi DST-Tilt","door","port","touchdown","10:32:43"
"2021-07-13","XP013","Star Oddi DST-Tilt","door","port","touchdown","11:33:48"
"2021-07-13","XP014","Star Oddi DST-Tilt","door","port","touchdown","12:41:01"
"2021-07-13","XP015","Star Oddi DST-Tilt","door","port","touchdown","13:40:55"
"2021-07-13","XP016","Star Oddi DST-Tilt","door","port","touchdown","14:47:18"
"2021-07-13","XP017","Star Oddi DST-Tilt","door","port","touchdown","15:51:03"
"2021-07-13","XP018","Star Oddi DST-Tilt","door","port","touchdown","16:47:59"
"2021-07-13","XP019","Star Oddi DST-Tilt","door","port","touchdown","17:50:09"
"2021-07-13","XP020","Star Oddi DST-Tilt","door","port","touchdown","18:48:38"
"2021-07-12","XP001","Star Oddi DST-Tilt","door","port","liftoff","7:54:13"
"2021-07-12","XP002","Star Oddi DST-Tilt","door","port","liftoff","9:23:54"
"2021-07-12","XP003","Star Oddi DST-Tilt","door","port","liftoff","10:43:50"
"2021-07-12","XP004","Star Oddi DST-Tilt","door","port","liftoff","12:01:18"
"2021-07-12","XP005","Star Oddi DST-Tilt","door","port","liftoff","13:33:07"
"2021-07-12","XP006","Star Oddi DST-Tilt","door","port","liftoff","14:45:09"
"2021-07-12","XP007","Star Oddi DST-Tilt","door","port","liftoff","15:52:14"
"2021-07-12","XP008","Star Oddi DST-Tilt","door","port","liftoff","17:13:48"
"2021-07-13","XP009","Star Oddi DST-Tilt","door","port","liftoff","7:44:33"
"2021-07-13","XP010","Star Oddi DST-Tilt","door","port","liftoff","8:40:41"
"2021-07-13","XP011","Star Oddi DST-Tilt","door","port","liftoff","9:38:20"
"2021-07-13","XP012","Star Oddi DST-Tilt","door","port","liftoff","10:38:09"
"2021-07-13","XP013","Star Oddi DST-Tilt","door","port","liftoff","11:39:02"
"2021-07-13","XP014","Star Oddi DST-Tilt","door","port","liftoff","12:46:12"
"2021-07-13","XP015","Star Oddi DST-Tilt","door","port","liftoff","13:48:07"
"2021-07-13","XP016","Star Oddi DST-Tilt","door","port","liftoff","14:52:48"
"2021-07-13","XP017","Star Oddi DST-Tilt","door","port","liftoff","15:56:31"
"2021-07-13","XP018","Star Oddi DST-Tilt","door","port","liftoff","16:55:00"
"2021-07-13","XP019","Star Oddi DST-Tilt","door","port","liftoff","17:55:36"
"2021-07-13","XP020","Star Oddi DST-Tilt","door","port","liftoff","18:53:53"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","starboard","touchdown","7:48:07"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","starboard","touchdown","9:18:33"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","starboard","touchdown","10:38:40"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","starboard","touchdown","11:56:01"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","starboard","touchdown","13:27:51"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","starboard","touchdown","14:39:53"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","starboard","touchdown","15:47:05"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","starboard","touchdown","17:07:34"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","starboard","touchdown","7:39:23"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","starboard","touchdown","8:35:45"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","starboard","touchdown","9:33:13"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","starboard","touchdown","10:32:56"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","starboard","touchdown","11:33:50"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","starboard","touchdown","12:41:14"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","starboard","touchdown","13:41:03"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","starboard","touchdown","14:47:37"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","starboard","touchdown","15:51:21"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","starboard","touchdown","16:48:14"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","starboard","touchdown","17:50:24"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","starboard","touchdown","18:48:51"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","starboard","liftoff","7:56:11"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","starboard","liftoff","9:24:00"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","starboard","liftoff","10:43:54"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","starboard","liftoff","12:02:44"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","starboard","liftoff","13:35:34"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","starboard","liftoff","14:45:19"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","starboard","liftoff","15:52:22"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","starboard","liftoff","17:15:53"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","starboard","liftoff","7:46:54"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","starboard","liftoff","8:41:02"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","starboard","liftoff","9:40:41"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","starboard","liftoff","10:38:23"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","starboard","liftoff","11:39:09"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","starboard","liftoff","12:48:40"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","starboard","liftoff","13:50:33"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","starboard","liftoff","14:53:07"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","starboard","liftoff","15:56:50"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","starboard","liftoff","16:56:15"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","starboard","liftoff","17:58:25"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","starboard","liftoff","18:54:11"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","center","touchdown","7:48:07"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","center","touchdown","9:18:33"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","center","touchdown","10:38:42"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","center","touchdown","11:56:01"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","center","touchdown","13:27:52"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","center","touchdown","14:39:58"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","center","touchdown","15:47:10"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","center","touchdown","17:07:30"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","center","touchdown","7:39:25"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","center","touchdown","8:35:46"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","center","touchdown","9:33:16"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","center","touchdown","10:32:58"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","center","touchdown","11:33:55"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","center","touchdown","12:41:16"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","center","touchdown","13:41:09"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","center","touchdown","14:47:39"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","center","touchdown","15:51:23"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","center","touchdown","16:48:16"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","center","touchdown","17:50:26"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","center","touchdown","18:48:58"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","center","liftoff","7:56:08"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","center","liftoff","9:24:04"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","center","liftoff","10:44:01"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","center","liftoff","12:02:46"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","center","liftoff","13:35:54"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","center","liftoff","14:45:23"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","center","liftoff","15:52:27"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","center","liftoff","17:16:18"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","center","liftoff","7:47:03"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","center","liftoff","8:41:06"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","center","liftoff","9:40:51"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","center","liftoff","10:38:36"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","center","liftoff","11:39:14"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","center","liftoff","12:48:53"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","center","liftoff","13:50:34"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","center","liftoff","14:53:20"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","center","liftoff","15:56:58"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","center","liftoff","16:56:17"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","center","liftoff","17:58:32"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","center","liftoff","18:54:19"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","port","touchdown","7:48:00"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","port","touchdown","9:18:30"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","port","touchdown","10:38:38"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","port","touchdown","11:56:00"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","port","touchdown","13:27:45"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","port","touchdown","14:39:56"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","port","touchdown","15:47:08"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","port","touchdown","17:07:27"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","port","touchdown","7:39:22"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","port","touchdown","8:35:44"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","port","touchdown","9:33:10"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","port","touchdown","10:32:53"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","port","touchdown","11:33:52"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","port","touchdown","12:41:13"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","port","touchdown","13:41:07"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","port","touchdown","14:47:35"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","port","touchdown","15:51:15"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","port","touchdown","16:48:10"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","port","touchdown","17:50:21"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","port","touchdown","18:48:53"
"2021-07-12","XP001","Star Oddi DST-Tilt","footrope","port","liftoff","7:55:40"
"2021-07-12","XP002","Star Oddi DST-Tilt","footrope","port","liftoff","9:23:59"
"2021-07-12","XP003","Star Oddi DST-Tilt","footrope","port","liftoff","10:43:52"
"2021-07-12","XP004","Star Oddi DST-Tilt","footrope","port","liftoff","12:02:46"
"2021-07-12","XP005","Star Oddi DST-Tilt","footrope","port","liftoff","13:34:24"
"2021-07-12","XP006","Star Oddi DST-Tilt","footrope","port","liftoff","14:45:15"
"2021-07-12","XP007","Star Oddi DST-Tilt","footrope","port","liftoff","15:52:18"
"2021-07-12","XP008","Star Oddi DST-Tilt","footrope","port","liftoff","17:15:33"
"2021-07-13","XP009","Star Oddi DST-Tilt","footrope","port","liftoff","7:46:18"
"2021-07-13","XP010","Star Oddi DST-Tilt","footrope","port","liftoff","8:41:01"
"2021-07-13","XP011","Star Oddi DST-Tilt","footrope","port","liftoff","9:40:06"
"2021-07-13","XP012","Star Oddi DST-Tilt","footrope","port","liftoff","10:38:18"
"2021-07-13","XP013","Star Oddi DST-Tilt","footrope","port","liftoff","11:39:07"
"2021-07-13","XP014","Star Oddi DST-Tilt","footrope","port","liftoff","12:48:10"
"2021-07-13","XP015","Star Oddi DST-Tilt","footrope","port","liftoff","13:49:29"
"2021-07-13","XP016","Star Oddi DST-Tilt","footrope","port","liftoff","14:52:56"
"2021-07-13","XP017","Star Oddi DST-Tilt","footrope","port","liftoff","15:56:46"
"2021-07-13","XP018","Star Oddi DST-Tilt","footrope","port","liftoff","16:56:12"
"2021-07-13","XP019","Star Oddi DST-Tilt","footrope","port","liftoff","17:57:51"
"2021-07-13","XP020","Star Oddi DST-Tilt","footrope","port","liftoff","18:53:55"
"2021-07-17","GP354F","Star Oddi DST-TD","footrope","center","touchdown","05:19:41"
"2021-07-17","GP354F","Star Oddi DST-TD","footrope","center","liftoff","05:25:15"
"2021-07-17","GP351F","Star Oddi DST-TD","footrope","center","touchdown","06:31:01"
"2021-07-17","GP351F","Star Oddi DST-TD","footrope","center","liftoff","06:36:31"
"2021-07-17","GP353F","Star Oddi DST-TD","footrope","center","touchdown","07:51:56"
"2021-07-17","GP353F","Star Oddi DST-TD","footrope","center","liftoff","08:04:22"
"2021-07-17","GP352F","Star Oddi DST-TD","footrope","center","touchdown","09:32:50"
"2021-07-17","GP352F","Star Oddi DST-TD","footrope","center","liftoff","09:39:13"
"2021-07-17","GP350F","Star Oddi DST-TD","footrope","center","touchdown","10:44:13"
"2021-07-17","GP350F","Star Oddi DST-TD","footrope","center","liftoff","10:49:53"
"2021-07-17","GP346F","Star Oddi DST-TD","footrope","center","touchdown","12:05:26"
"2021-07-17","GP346F","Star Oddi DST-TD","footrope","center","liftoff","12:10:35"
"2021-07-17","GP342F","Star Oddi DST-TD","footrope","center","touchdown","13:19:40"
"2021-07-17","GP342F","Star Oddi DST-TD","footrope","center","liftoff","13:24:58"
"2021-07-17","GP334F","Star Oddi DST-TD","footrope","center","touchdown","14:59:02"
"2021-07-17","GP334F","Star Oddi DST-TD","footrope","center","liftoff","15:05:49"
"2021-07-17","GP323F","Star Oddi DST-TD","footrope","center","touchdown","15:51:43"
"2021-07-17","GP323F","Star Oddi DST-TD","footrope","center","liftoff","15:57:07"
"2021-07-17","GP325F","Star Oddi DST-TD","footrope","center","touchdown","17:13:23"
"2021-07-17","GP325F","Star Oddi DST-TD","footrope","center","liftoff","17:18:44"
"2021-07-17","GP335F","Star Oddi DST-TD","footrope","center","touchdown","18:12:52"
"2021-07-17","GP335F","Star Oddi DST-TD","footrope","center","liftoff","18:18:13"
"2021-07-17","GP344F","Star Oddi DST-TD","footrope","center","touchdown","19:30:04"
"2021-07-17","GP344F","Star Oddi DST-TD","footrope","center","liftoff","19:35:42"
"2021-07-17","GP341F","Star Oddi DST-TD","footrope","center","touchdown","20:27:41"
"2021-07-17","GP341F","Star Oddi DST-TD","footrope","center","liftoff","20:34:27"
"2021-07-18","GP331F","Star Oddi DST-TD","footrope","center","touchdown","05:16:17"
"2021-07-18","GP331F","Star Oddi DST-TD","footrope","center","liftoff","05:21:50"
"2021-07-18","GP326F","Star Oddi DST-TD","footrope","center","touchdown","06:09:49"
"2021-07-18","GP326F","Star Oddi DST-TD","footrope","center","liftoff","06:15:11"
"2021-07-18","GP315A1","Star Oddi DST-TD","footrope","center","touchdown","08:20:15"
"2021-07-18","GP315A1","Star Oddi DST-TD","footrope","center","liftoff","08:25:32"
"2021-07-18","GP324A1","Star Oddi DST-TD","footrope","center","touchdown","10:41:11"
"2021-07-18","GP324A1","Star Oddi DST-TD","footrope","center","liftoff","10:46:45"
"2021-07-18","GP320F","Star Oddi DST-TD","footrope","center","touchdown","12:33:03"
"2021-07-18","GP320F","Star Oddi DST-TD","footrope","center","liftoff","12:40:58"
"2021-07-18","GP312F","Star Oddi DST-TD","footrope","center","touchdown","14:22:21"
"2021-07-18","GP312F","Star Oddi DST-TD","footrope","center","liftoff","14:29:50"
"2021-07-18","GP313F","Star Oddi DST-TD","footrope","center","touchdown","16:15:24"
"2021-07-18","GP313F","Star Oddi DST-TD","footrope","center","liftoff","16:21:26"
"2021-07-19","GP303F","Star Oddi DST-TD","footrope","center","touchdown","05:19:20"
"2021-07-19","GP303F","Star Oddi DST-TD","footrope","center","liftoff","05:24:44"
"2021-07-19","GP287F","Star Oddi DST-TD","footrope","center","touchdown","06:06:52"
"2021-07-19","GP287F","Star Oddi DST-TD","footrope","center","liftoff","06:12:11"
"2021-07-19","GP290F","Star Oddi DST-TD","footrope","center","touchdown","07:04:00"
"2021-07-19","GP290F","Star Oddi DST-TD","footrope","center","liftoff","07:09:28"
"2021-07-19","GP295F","Star Oddi DST-TD","footrope","center","touchdown","07:46:03"
"2021-07-19","GP295F","Star Oddi DST-TD","footrope","center","liftoff","07:51:23"
"2021-07-19","GP316F","Star Oddi DST-TD","footrope","center","touchdown","09:23:47"
"2021-07-19","GP316F","Star Oddi DST-TD","footrope","center","liftoff","09:31:08"
"2021-07-19","GP293F","Star Oddi DST-TD","footrope","center","touchdown","11:02:58"
"2021-07-19","GP293F","Star Oddi DST-TD","footrope","center","liftoff","11:09:06"
"2021-07-19","GP282F","Star Oddi DST-TD","footrope","center","touchdown","12:55:48"
"2021-07-19","GP282F","Star Oddi DST-TD","footrope","center","liftoff","13:03:54"
"2021-07-19","GP273F","Star Oddi DST-TD","footrope","center","touchdown","14:44:33"
"2021-07-19","GP273F","Star Oddi DST-TD","footrope","center","liftoff","14:49:49"
"2021-07-19","GP260F","Star Oddi DST-TD","footrope","center","touchdown","16:49:01"
"2021-07-19","GP260F","Star Oddi DST-TD","footrope","center","liftoff","16:55:30"
"2021-07-19","GP269F","Star Oddi DST-TD","footrope","center","touchdown","18:17:13"
"2021-07-19","GP269F","Star Oddi DST-TD","footrope","center","liftoff","18:24:23"
"2021-07-19","GP251F","Star Oddi DST-TD","footrope","center","touchdown","20:23:31"
"2021-07-19","GP251F","Star Oddi DST-TD","footrope","center","liftoff","20:30:31"
"2021-07-20","GP250F","Star Oddi DST-TD","footrope","center","touchdown","05:40:29"
"2021-07-20","GP250F","Star Oddi DST-TD","footrope","center","liftoff","05:47:08"
"2021-07-20","GP235F","Star Oddi DST-TD","footrope","center","touchdown","08:05:53"
"2021-07-20","GP235F","Star Oddi DST-TD","footrope","center","liftoff","08:12:53"
"2021-07-20","GP237A3","Star Oddi DST-TD","footrope","center","touchdown","14:46:44"
"2021-07-20","GP237A3","Star Oddi DST-TD","footrope","center","liftoff","14:52:43"
"2021-07-20","GP207A1","Star Oddi DST-TD","footrope","center","touchdown","17:01:38"
"2021-07-20","GP207A1","Star Oddi DST-TD","footrope","center","liftoff","17:07:02"
"2021-07-20","GP208F","Star Oddi DST-TD","footrope","center","touchdown","18:20:31"
"2021-07-20","GP208F","Star Oddi DST-TD","footrope","center","liftoff","18:27:05"
"2021-07-21","GP156F","Star Oddi DST-TD","footrope","center","touchdown","05:56:36"
"2021-07-21","GP156F","Star Oddi DST-TD","footrope","center","liftoff","06:04:15"
"2021-07-21","GP134F","Star Oddi DST-TD","footrope","center","touchdown","08:37:02"
"2021-07-21","GP134F","Star Oddi DST-TD","footrope","center","liftoff","08:43:50"
"2021-07-21","GP139F","Star Oddi DST-TD","footrope","center","touchdown","10:05:41"
"2021-07-21","GP139F","Star Oddi DST-TD","footrope","center","liftoff","10:12:22"
"2021-07-21","GP121F","Star Oddi DST-TD","footrope","center","touchdown","11:49:48"
"2021-07-21","GP121F","Star Oddi DST-TD","footrope","center","liftoff","11:56:43"
"2021-07-21","GP142F","Star Oddi DST-TD","footrope","center","touchdown","14:35:29"
"2021-07-21","GP142F","Star Oddi DST-TD","footrope","center","liftoff","14:44:13"
"2021-07-21","GP122F","Star Oddi DST-TD","footrope","center","touchdown","16:08:01"
"2021-07-21","GP122F","Star Oddi DST-TD","footrope","center","liftoff","16:15:17"
"2021-07-21","GP109F","Star Oddi DST-TD","footrope","center","touchdown","17:58:14"
"2021-07-21","GP109F","Star Oddi DST-TD","footrope","center","liftoff","18:06:58"
"2021-07-21","GP120F","Star Oddi DST-TD","footrope","center","touchdown","20:32:47"
"2021-07-21","GP120F","Star Oddi DST-TD","footrope","center","liftoff","20:38:41"
"2021-07-22","GP098F","Star Oddi DST-TD","footrope","center","touchdown","06:01:40"
"2021-07-22","GP098F","Star Oddi DST-TD","footrope","center","liftoff","06:10:15"
